,Median_hh_income,Total_population,Total_white_population,Percent_white_population,Percent_black_population,Average_hh_size,Percent_hh_built_1950s,Percent_hh_built_1960s,NAME,state,county,tract,suburb_house_decades,Class,Typology_Flag,Housing_Age_Flag,Combined_Flag
1342,85556.0,5752.0,5752.0,100.0,0.0,2.76,15.7,8.2,"Census Tract 204.03, Hamilton County, Ohio",39,061,020403,23.9,1,1,1,1
1343,88750.0,5073.0,4998.0,98.5,2.0,2.63,6.5,6.1,"Census Tract 204.04, Hamilton County, Ohio",39,061,020404,12.6,1,1,0,0
1344,32576.0,3610.0,3472.0,96.2,7.1,2.46,13.1,6.7,"Census Tract 9328.02, Trumbull County, Ohio",39,155,932802,19.8,0,0,0,0
1345,46386.0,2990.0,2773.0,92.7,7.3,2.23,12.3,22.9,"Census Tract 9328.01, Trumbull County, Ohio",39,155,932801,35.2,0,0,1,0
1346,20202.0,2579.0,1995.0,77.4,22.7,2.17,12.0,9.2,"Census Tract 9338, Trumbull County, Ohio",39,155,933800,21.2,0,0,0,0
1347,34000.0,1947.0,1746.0,89.7,13.2,2.29,31.2,7.2,"Census Tract 9339, Trumbull County, Ohio",39,155,933900,38.4,0,0,1,0
1348,58934.0,3459.0,3440.0,99.5,0.7,2.74,8.0,10.5,"Census Tract 1, Hardin County, Ohio",39,065,000100,18.5,1,1,0,0
1349,56607.0,3577.0,3549.0,99.2,0.9,2.55,4.4,6.3,"Census Tract 3, Hardin County, Ohio",39,065,000300,10.7,1,1,0,0
1350,44809.0,4079.0,4017.0,98.5,0.8,2.6,9.3,4.6,"Census Tract 5, Hardin County, Ohio",39,065,000500,13.9,0,0,0,0
1351,40406.0,4347.0,4288.0,98.6,3.1,2.53,13.5,10.9,"Census Tract 6, Hardin County, Ohio",39,065,000600,24.4,0,0,1,0
1352,62924.0,5269.0,5256.0,99.8,0.3,3.07,7.8,6.5,"Census Tract 7, Hardin County, Ohio",39,065,000700,14.3,1,1,0,0
1353,40375.0,6434.0,6059.0,94.2,2.7,2.26,9.3,19.8,"Census Tract 4, Hardin County, Ohio",39,065,000400,29.1,0,0,1,0
1354,39611.0,4411.0,4363.0,98.9,1.3,2.28,8.1,9.7,"Census Tract 2, Hardin County, Ohio",39,065,000200,17.799999999999997,0,0,0,0
1355,30563.0,3790.0,3276.0,86.4,14.4,2.67,3.2,5.9,"Census Tract 81.63, Franklin County, Ohio",39,049,008163,9.100000000000001,0,0,0,0
1356,37261.0,4367.0,3513.0,80.4,20.3,2.92,1.1,1.9,"Census Tract 81.64, Franklin County, Ohio",39,049,008164,3.0,0,0,0,0
1357,168967.0,5794.0,5196.0,89.7,0.4,2.95,4.5,2.1,"Census Tract 62.36, Franklin County, Ohio",39,049,006236,6.6,0,0,0,0
1358,50146.0,4760.0,3884.0,81.6,12.0,2.11,2.5,1.1,"Census Tract 63.96, Franklin County, Ohio",39,049,006396,3.6,0,0,0,0
1359,73244.0,2784.0,2190.0,78.7,15.6,2.72,0.0,1.5,"Census Tract 63.94, Franklin County, Ohio",39,049,006394,1.5,0,0,0,0
1360,94205.0,5396.0,4576.0,84.8,7.7,2.72,0.0,1.0,"Census Tract 63.93, Franklin County, Ohio",39,049,006393,1.0,0,0,0,0
1361,78665.0,6091.0,4198.0,68.9,16.0,2.31,0.3,0.4,"Census Tract 70.44, Franklin County, Ohio",39,049,007044,0.7,0,0,0,0
1362,59572.0,5148.0,3923.0,76.2,19.9,2.44,0.7,5.8,"Census Tract 70.43, Franklin County, Ohio",39,049,007043,6.5,0,0,0,0
1363,68594.0,2425.0,2092.0,86.3,4.7,2.05,0.9,0.9,"Census Tract 70.41, Franklin County, Ohio",39,049,007041,1.8,0,0,0,0
1364,66771.0,2684.0,1671.0,62.3,34.1,1.38,0.5,5.1,"Census Tract 265, Hamilton County, Ohio",39,061,026500,5.6,0,0,0,0
1365,23125.0,2677.0,431.0,16.1,83.9,2.08,1.0,5.0,"Census Tract 264, Hamilton County, Ohio",39,061,026400,6.0,0,0,0,0
1366,13571.0,2097.0,340.0,16.2,83.8,1.92,17.5,14.2,"Census Tract 269, Hamilton County, Ohio",39,061,026900,31.7,0,0,1,0
1367,13580.0,1035.0,625.0,60.4,43.9,2.71,0.0,1.2,"Census Tract 263, Hamilton County, Ohio",39,061,026300,1.2,0,0,0,0
1368,84156.0,5521.0,4849.0,87.8,9.8,1.96,0.0,0.0,"Census Tract 72.07, Franklin County, Ohio",39,049,007207,0.0,0,0,0,0
1369,68137.0,4916.0,4101.0,83.4,7.1,1.83,0.6,1.0,"Census Tract 72.05, Franklin County, Ohio",39,049,007205,1.6,0,0,0,0
1370,103355.0,675.0,630.0,93.3,3.4,2.9,2.1,11.8,"Census Tract 72.01, Franklin County, Ohio",39,049,007201,13.9,1,1,0,0
1371,134028.0,2636.0,2522.0,95.7,1.6,2.58,11.8,6.3,"Census Tract 73.94, Franklin County, Ohio",39,049,007394,18.1,1,1,0,0
1372,93203.0,4410.0,3493.0,79.2,18.0,2.84,1.1,0.9,"Census Tract 74.94, Franklin County, Ohio",39,049,007494,2.0,0,0,0,0
1373,30719.0,9907.0,1303.0,13.2,81.1,2.79,1.2,7.6,"Census Tract 75.51, Franklin County, Ohio",39,049,007551,8.799999999999999,0,0,0,0
1374,94274.0,6730.0,5707.0,84.8,8.3,2.54,4.5,0.7,"Census Tract 106.02, Franklin County, Ohio",39,049,010602,5.2,0,0,0,0
1375,28525.0,3223.0,3148.0,97.7,1.1,2.38,19.5,14.3,"Census Tract 31, Scioto County, Ohio",39,145,003100,33.8,0,0,1,0
1376,18505.0,1746.0,1706.0,97.7,0.9,2.0,17.7,14.0,"Census Tract 32, Scioto County, Ohio",39,145,003200,31.7,0,0,1,0
1377,12721.0,2523.0,2370.0,93.9,4.0,1.58,4.7,10.5,"Census Tract 36, Scioto County, Ohio",39,145,003600,15.2,0,0,0,0
1378,53733.0,4384.0,4339.0,99.0,0.0,2.23,31.3,11.3,"Census Tract 38, Scioto County, Ohio",39,145,003800,42.6,1,1,1,1
1379,34452.0,2895.0,2856.0,98.7,0.0,2.45,24.3,2.1,"Census Tract 39, Scioto County, Ohio",39,145,003900,26.400000000000002,0,0,1,0
1380,40402.0,4466.0,4278.0,95.8,4.0,2.61,7.0,7.1,"Census Tract 28, Scioto County, Ohio",39,145,002800,14.1,0,0,0,0
1381,52650.0,4874.0,4839.0,99.3,0.2,2.32,16.1,9.6,"Census Tract 21, Scioto County, Ohio",39,145,002100,25.700000000000003,1,1,1,1
1382,39135.0,4171.0,4135.0,99.1,1.1,2.62,17.5,6.6,"Census Tract 30, Scioto County, Ohio",39,145,003000,24.1,0,0,1,0
1383,39551.0,4616.0,3822.0,82.8,16.6,2.42,9.9,10.1,"Census Tract 22, Scioto County, Ohio",39,145,002200,20.0,0,0,0,0
1384,48491.0,6204.0,6144.0,99.0,3.3,2.38,12.1,14.7,"Census Tract 29, Scioto County, Ohio",39,145,002900,26.799999999999997,0,0,1,0
1385,39934.0,2449.0,2302.0,94.0,2.7,2.15,24.8,26.0,"Census Tract 33, Scioto County, Ohio",39,145,003300,50.8,0,0,1,0
1386,24638.0,3431.0,3180.0,92.7,6.4,2.38,8.0,4.3,"Census Tract 34, Scioto County, Ohio",39,145,003400,12.3,0,0,0,0
1387,22315.0,2455.0,2411.0,98.2,2.2,2.46,7.6,2.5,"Census Tract 35, Scioto County, Ohio",39,145,003500,10.1,0,0,0,0
1388,25287.0,3115.0,2120.0,68.1,28.9,2.31,17.9,10.0,"Census Tract 37, Scioto County, Ohio",39,145,003700,27.9,0,0,1,0
1389,70000.0,2429.0,2400.0,98.8,0.3,2.66,11.7,18.8,"Census Tract 7541.02, Licking County, Ohio",39,089,754102,30.5,1,1,1,1
1390,40700.0,7369.0,7105.0,96.4,6.7,2.09,4.4,15.2,"Census Tract 7541.01, Licking County, Ohio",39,089,754101,19.6,0,0,0,0
1391,79044.0,2357.0,1654.0,70.2,27.8,2.63,5.8,4.9,"Census Tract 7562.01, Licking County, Ohio",39,089,756201,10.7,0,0,0,0
1392,90510.0,8151.0,5938.0,72.8,24.7,2.93,1.9,0.3,"Census Tract 7562.02, Licking County, Ohio",39,089,756202,2.1999999999999997,0,0,0,0
1393,22347.0,3044.0,2939.0,96.6,5.3,2.19,7.4,2.8,"Census Tract 7590, Licking County, Ohio",39,089,759000,10.2,0,0,0,0
1394,72311.0,7261.0,6969.0,96.0,0.5,2.71,9.8,12.0,"Census Tract 7591, Licking County, Ohio",39,089,759100,21.8,1,1,0,0
1395,56167.0,1838.0,1797.0,97.8,1.4,2.24,17.0,6.8,"Census Tract 412.01, Auglaize County, Ohio",39,011,041201,23.8,1,1,1,1
1396,51402.0,5387.0,5205.0,96.6,0.2,2.47,27.9,8.0,"Census Tract 412.02, Auglaize County, Ohio",39,011,041202,35.9,1,1,1,1
1397,57981.0,5784.0,5699.0,98.5,1.1,2.85,1.7,4.9,"Census Tract 74, Knox County, Ohio",39,083,007400,6.6000000000000005,1,1,0,0
1398,49361.0,6761.0,6568.0,97.1,2.7,2.0,9.4,15.9,"Census Tract 73, Knox County, Ohio",39,083,007300,25.3,0,0,1,0
1399,72917.0,6660.0,6520.0,97.9,3.1,2.71,7.5,8.1,"Census Tract 77, Knox County, Ohio",39,083,007700,15.6,1,1,0,0
1400,41922.0,4793.0,4732.0,98.7,1.1,2.08,15.3,3.3,"Census Tract 72, Knox County, Ohio",39,083,007200,18.6,0,0,0,0
1401,56853.0,2737.0,2683.0,98.0,0.5,2.46,9.6,9.7,"Census Tract 70, Knox County, Ohio",39,083,007000,19.299999999999997,1,1,0,0
1402,28036.0,3558.0,3503.0,98.5,3.6,2.25,21.8,9.8,"Census Tract 71, Knox County, Ohio",39,083,007100,31.6,0,0,1,0
1403,49419.0,4426.0,4307.0,97.3,2.4,2.6,11.3,9.9,"Census Tract 75, Knox County, Ohio",39,083,007500,21.200000000000003,0,0,0,0
1404,47244.0,4650.0,4559.0,98.0,3.3,2.38,21.3,9.3,"Census Tract 76, Knox County, Ohio",39,083,007600,30.6,0,0,1,0
1405,44552.0,6321.0,6278.0,99.3,0.8,2.64,9.9,14.9,"Census Tract 69, Knox County, Ohio",39,083,006900,24.8,0,0,1,0
1406,42736.0,5375.0,5302.0,98.6,0.5,2.7,8.5,5.2,"Census Tract 67, Knox County, Ohio",39,083,006700,13.7,0,0,0,0
1407,51977.0,4236.0,4215.0,99.5,0.3,2.47,7.5,13.9,"Census Tract 68.02, Knox County, Ohio",39,083,006802,21.4,1,1,0,0
1408,60528.0,5644.0,5531.0,98.0,1.4,2.55,0.0,1.2,"Census Tract 68.01, Knox County, Ohio",39,083,006801,1.2,1,1,0,0
1409,85194.0,6399.0,6207.0,97.0,0.5,3.08,3.9,3.2,"Census Tract 214.02, Pickaway County, Ohio",39,129,021402,7.1,1,1,0,0
1410,61053.0,3420.0,3420.0,100.0,1.1,2.78,6.8,9.1,"Census Tract 214.01, Pickaway County, Ohio",39,129,021401,15.899999999999999,1,1,0,0
1411,29345.0,6148.0,4487.0,73.0,18.0,2.14,4.0,7.6,"Census Tract 2001.04, Greene County, Ohio",39,057,200104,11.6,0,0,0,0
1412,69434.0,5071.0,4594.0,90.6,5.9,2.22,15.1,10.1,"Census Tract 2104.01, Greene County, Ohio",39,057,210401,25.2,0,0,1,0
1413,93346.0,5044.0,4401.0,87.3,2.7,2.51,8.4,11.6,"Census Tract 2104.02, Greene County, Ohio",39,057,210402,20.0,0,0,0,0
1414,42500.0,3779.0,3073.0,81.3,17.0,2.04,8.0,6.0,"Census Tract 2001.03, Greene County, Ohio",39,057,200103,14.0,0,0,0,0
1415,86000.0,2574.0,2162.0,84.0,17.1,3.36,7.1,13.3,"Census Tract 2803, Greene County, Ohio",39,057,280300,20.4,0,0,0,0
1416,85595.0,1356.0,1296.0,95.6,4.4,2.47,27.0,8.3,"Census Tract 2802, Greene County, Ohio",39,057,280200,35.3,1,1,1,1
1417,64763.0,3654.0,3643.0,99.7,4.5,2.64,1.3,2.9,"Census Tract 4701.01, Preble County, Ohio",39,135,470101,4.2,1,1,0,0
1418,53438.0,4100.0,4024.0,98.1,0.0,2.68,11.7,9.9,"Census Tract 4701.02, Preble County, Ohio",39,135,470102,21.6,1,1,0,0
1419,32911.0,4493.0,4304.0,95.8,2.3,2.43,4.9,8.3,"Census Tract 7701, Adams County, Ohio",39,001,770100,13.200000000000001,0,0,0,0
1420,45590.0,4998.0,4983.0,99.7,1.3,2.8,3.8,5.8,"Census Tract 7702, Adams County, Ohio",39,001,770200,9.6,0,0,0,0
1421,49911.0,7133.0,7133.0,100.0,0.3,2.82,4.7,5.1,"Census Tract 7703, Adams County, Ohio",39,001,770300,9.8,0,0,0,0
1422,34015.0,3567.0,3442.0,96.5,0.1,2.51,1.7,8.5,"Census Tract 7705, Adams County, Ohio",39,001,770500,10.2,0,0,0,0
1423,31952.0,3586.0,3580.0,99.8,0.3,2.34,4.8,9.2,"Census Tract 7706, Adams County, Ohio",39,001,770600,14.0,0,0,0,0
1424,25051.0,4149.0,4138.0,99.7,0.3,2.21,7.6,9.0,"Census Tract 7704, Adams County, Ohio",39,001,770400,16.6,0,0,0,0
1425,44625.0,3057.0,2984.0,97.6,2.2,2.33,7.1,3.1,"Census Tract 9385, Wyandot County, Ohio",39,175,938500,10.2,0,0,0,0
1426,59712.0,4182.0,4142.0,99.0,1.5,2.42,11.7,5.4,"Census Tract 9380, Wyandot County, Ohio",39,175,938000,17.1,1,1,0,0
1427,47534.0,3624.0,3599.0,99.3,0.0,2.31,20.6,13.3,"Census Tract 9383, Wyandot County, Ohio",39,175,938300,33.900000000000006,0,0,1,0
1428,41860.0,3251.0,3102.0,95.4,0.9,2.27,14.8,8.5,"Census Tract 9384, Wyandot County, Ohio",39,175,938400,23.3,0,0,1,0
1429,49848.0,4230.0,4067.0,96.1,0.5,2.37,8.5,10.4,"Census Tract 9381, Wyandot County, Ohio",39,175,938100,18.9,0,0,0,0
1430,56504.0,3846.0,3831.0,99.6,0.0,2.64,6.0,5.6,"Census Tract 9382, Wyandot County, Ohio",39,175,938200,11.6,1,1,0,0
1431,53667.0,3475.0,3396.0,97.7,1.2,2.67,6.7,10.0,"Census Tract 514.02, Lawrence County, Ohio",39,087,051402,16.7,1,1,0,0
1432,59444.0,5215.0,5111.0,98.0,1.1,2.46,12.8,15.1,"Census Tract 514.01, Lawrence County, Ohio",39,087,051401,27.9,1,1,1,1
1433,59011.0,6093.0,6074.0,99.7,0.3,4.11,4.5,5.6,"Census Tract 9763.02, Holmes County, Ohio",39,075,976302,10.1,1,1,0,0
1434,65104.0,4483.0,4471.0,99.7,0.5,3.91,2.1,5.0,"Census Tract 9763.01, Holmes County, Ohio",39,075,976301,7.1,1,1,0,0
1435,65588.0,4727.0,4727.0,100.0,0.0,4.18,5.6,9.4,"Census Tract 9768.02, Holmes County, Ohio",39,075,976802,15.0,1,1,0,0
1436,58011.0,4949.0,4911.0,99.2,0.7,4.0,2.1,9.1,"Census Tract 9768.01, Holmes County, Ohio",39,075,976801,11.2,1,1,0,0
1437,56681.0,3077.0,3039.0,98.8,0.8,2.94,7.7,4.4,"Census Tract 111.01, Delaware County, Ohio",39,041,011101,12.100000000000001,1,1,0,0
1438,95456.0,5680.0,5509.0,97.0,3.3,2.95,2.1,8.8,"Census Tract 111.02, Delaware County, Ohio",39,041,011102,10.9,1,1,0,0
1439,73500.0,6180.0,5899.0,95.5,5.6,2.78,2.3,5.5,"Census Tract 104.22, Delaware County, Ohio",39,041,010422,7.8,1,1,0,0
1440,125299.0,8111.0,7226.0,89.1,1.5,3.15,2.1,8.0,"Census Tract 121, Delaware County, Ohio",39,041,012100,10.1,0,0,0,0
1441,76645.0,4424.0,3422.0,77.4,6.6,2.5,0.9,0.0,"Census Tract 115.61, Delaware County, Ohio",39,041,011561,0.9,0,0,0,0
1442,102639.0,5564.0,5304.0,95.3,3.8,2.57,0.8,2.2,"Census Tract 117.62, Delaware County, Ohio",39,041,011762,3.0,1,1,0,0
1443,93636.0,6152.0,5686.0,92.4,3.5,3.13,2.2,1.9,"Census Tract 116.04, Delaware County, Ohio",39,041,011604,4.1,1,1,0,0
1444,81184.0,2803.0,2492.0,88.9,1.7,2.24,0.0,0.0,"Census Tract 114.30, Delaware County, Ohio",39,041,011430,0.0,0,0,0,0
1445,37212.0,3151.0,3117.0,98.9,1.2,2.31,22.2,3.5,"Census Tract 1.02, Ashtabula County, Ohio",39,007,000102,25.7,0,0,1,0
1446,34242.0,3563.0,3516.0,98.7,1.8,2.4,14.2,9.8,"Census Tract 1.03, Ashtabula County, Ohio",39,007,000103,24.0,0,0,1,0
1447,40767.0,3308.0,3299.0,99.7,2.4,2.02,34.2,13.7,"Census Tract 6.02, Ashtabula County, Ohio",39,007,000602,47.900000000000006,0,0,1,0
1448,58302.0,2681.0,2473.0,92.2,6.9,2.14,3.9,2.0,"Census Tract 104.21, Delaware County, Ohio",39,041,010421,5.9,1,1,0,0
1449,70347.0,5151.0,4772.0,92.6,3.8,2.62,2.3,9.3,"Census Tract 122, Delaware County, Ohio",39,041,012200,11.600000000000001,1,1,0,0
1450,81714.0,5885.0,5799.0,98.5,0.3,2.79,2.0,9.4,"Census Tract 120, Delaware County, Ohio",39,041,012000,11.4,1,1,0,0
1451,77955.0,5614.0,4221.0,75.2,8.2,2.32,0.0,2.8,"Census Tract 124, Delaware County, Ohio",39,041,012400,2.8,0,0,0,0
1452,71758.0,4724.0,4646.0,98.3,1.7,2.93,5.7,15.1,"Census Tract 123, Delaware County, Ohio",39,041,012300,20.8,1,1,0,0
1453,122083.0,5731.0,4913.0,85.7,5.2,2.88,0.9,3.2,"Census Tract 119, Delaware County, Ohio",39,041,011900,4.1000000000000005,0,0,0,0
1454,81382.0,2975.0,2921.0,98.2,0.4,2.68,6.6,7.5,"Census Tract 404.05, Clermont County, Ohio",39,025,040405,14.1,1,1,0,0
1455,105119.0,4728.0,4523.0,95.7,0.3,2.9,8.1,7.6,"Census Tract 414.06, Clermont County, Ohio",39,025,041406,15.7,1,1,0,0
1456,57976.0,5396.0,5235.0,97.0,2.4,2.59,14.1,13.9,"Census Tract 414.05, Clermont County, Ohio",39,025,041405,28.0,1,1,1,1
1457,40879.0,4515.0,3944.0,87.4,3.6,1.91,6.4,3.2,"Census Tract 413.06, Clermont County, Ohio",39,025,041306,9.600000000000001,0,0,0,0
1458,68784.0,5178.0,4936.0,95.3,3.2,2.43,16.1,6.1,"Census Tract 413.05, Clermont County, Ohio",39,025,041305,22.200000000000003,1,1,0,0
1459,155441.0,3779.0,3561.0,94.2,1.4,3.09,9.5,3.7,"Census Tract 403.01, Clermont County, Ohio",39,025,040301,13.2,1,1,0,0
1460,44412.0,2866.0,2786.0,97.2,7.4,2.42,14.9,4.0,"Census Tract 404.03, Clermont County, Ohio",39,025,040403,18.9,0,0,0,0
1461,58281.0,2836.0,2786.0,98.2,1.9,2.71,3.8,4.4,"Census Tract 115.06, Champaign County, Ohio",39,021,011506,8.2,1,1,0,0
1462,63393.0,3319.0,3252.0,98.0,4.2,2.57,4.0,7.8,"Census Tract 115.05, Champaign County, Ohio",39,021,011505,11.8,1,1,0,0
1463,53918.0,5195.0,5074.0,97.7,5.7,2.45,3.4,9.2,"Census Tract 115.04, Champaign County, Ohio",39,021,011504,12.6,1,1,0,0
1464,61892.0,4456.0,4448.0,99.8,0.0,2.75,7.0,7.3,"Census Tract 115.01, Champaign County, Ohio",39,021,011501,14.3,1,1,0,0
1465,62500.0,2670.0,2661.0,99.7,0.0,2.64,5.4,8.6,"Census Tract 110.01, Champaign County, Ohio",39,021,011001,14.0,1,1,0,0
1466,37835.0,1950.0,1449.0,74.3,32.2,2.72,15.6,10.1,"Census Tract 17, Jefferson County, Ohio",39,081,001700,25.7,0,0,1,0
1467,47422.0,3796.0,3428.0,90.3,8.9,2.33,41.3,15.2,"Census Tract 14, Jefferson County, Ohio",39,081,001400,56.5,0,0,1,0
1468,46840.0,5321.0,4856.0,91.3,9.6,2.38,27.6,27.0,"Census Tract 12, Jefferson County, Ohio",39,081,001200,54.6,0,0,1,0
1469,22284.0,1434.0,1348.0,94.0,9.5,2.45,27.9,19.2,"Census Tract 13, Jefferson County, Ohio",39,081,001300,47.099999999999994,0,0,1,0
1470,40536.0,2817.0,2381.0,84.5,18.8,3.29,32.9,23.3,"Census Tract 103, Franklin County, Ohio",39,049,010300,56.2,0,0,1,0
1471,67250.0,1125.0,461.0,41.0,57.1,1.87,8.6,7.9,"Census Tract 101, Franklin County, Ohio",39,049,010100,16.5,0,0,0,0
1472,13958.0,1536.0,134.0,8.7,89.5,2.14,6.3,1.7,"Census Tract 267, Hamilton County, Ohio",39,061,026700,8.0,0,0,0,0
1473,85078.0,5218.0,5118.0,98.1,1.2,2.64,11.3,5.6,"Census Tract 4082.02, Medina County, Ohio",39,103,408202,16.9,1,1,0,0
1474,58667.0,3040.0,2862.0,94.1,1.5,1.98,1.4,2.6,"Census Tract 4080.03, Medina County, Ohio",39,103,408003,4.0,1,1,0,0
1475,61397.0,3050.0,2960.0,97.0,3.6,2.82,13.6,21.7,"Census Tract 4080.01, Medina County, Ohio",39,103,408001,35.3,1,1,1,1
1476,62137.0,4327.0,4179.0,96.6,4.1,2.72,8.2,4.2,"Census Tract 4082.01, Medina County, Ohio",39,103,408201,12.399999999999999,1,1,0,0
1477,79750.0,1927.0,1891.0,98.1,0.0,2.17,7.9,6.5,"Census Tract 4080.02, Medina County, Ohio",39,103,408002,14.4,1,1,0,0
1478,116694.0,3485.0,3068.0,88.0,4.5,2.6,0.7,0.0,"Census Tract 111.18, Butler County, Ohio",39,017,011118,0.7,0,0,0,0
1479,95068.0,7014.0,6021.0,85.8,14.4,3.15,0.7,1.4,"Census Tract 111.20, Butler County, Ohio",39,017,011120,2.0999999999999996,0,0,0,0
1480,110938.0,3164.0,2792.0,88.2,8.5,2.83,1.5,3.2,"Census Tract 111.31, Butler County, Ohio",39,017,011131,4.7,0,0,0,0
1481,111250.0,3158.0,2522.0,79.9,10.5,2.65,0.0,0.0,"Census Tract 111.28, Butler County, Ohio",39,017,011128,0.0,0,0,0,0
1482,56832.0,5260.0,4267.0,81.1,7.2,2.62,1.4,5.8,"Census Tract 111.26, Butler County, Ohio",39,017,011126,7.199999999999999,0,0,0,0
1483,93750.0,3830.0,3365.0,87.9,4.3,2.73,13.1,3.3,"Census Tract 111.25, Butler County, Ohio",39,017,011125,16.4,0,0,0,0
1484,45407.0,4902.0,2797.0,57.1,33.2,2.64,0.0,1.1,"Census Tract 111.23, Butler County, Ohio",39,017,011123,1.1,0,0,0,0
1485,87778.0,3906.0,3505.0,89.7,9.1,2.58,1.2,1.2,"Census Tract 111.29, Butler County, Ohio",39,017,011129,2.4,0,0,0,0
1486,103018.0,4775.0,4217.0,88.3,6.3,2.96,2.0,2.1,"Census Tract 111.27, Butler County, Ohio",39,017,011127,4.1,0,0,0,0
1487,129276.0,8622.0,7354.0,85.3,6.8,3.44,0.0,1.0,"Census Tract 111.16, Butler County, Ohio",39,017,011116,1.0,0,0,0,0
1488,78967.0,5090.0,4046.0,79.5,13.2,2.54,1.8,7.4,"Census Tract 111.30, Butler County, Ohio",39,017,011130,9.200000000000001,0,0,0,0
1489,20754.0,1052.0,856.0,81.4,12.0,1.84,5.1,6.4,"Census Tract 146, Butler County, Ohio",39,017,014600,11.5,0,0,0,0
1490,76546.0,4782.0,4782.0,100.0,0.2,2.82,12.8,14.0,"Census Tract 143, Butler County, Ohio",39,017,014300,26.8,1,1,1,1
1491,24167.0,1662.0,1525.0,91.8,8.6,1.98,5.8,9.7,"Census Tract 144, Butler County, Ohio",39,017,014400,15.5,0,0,0,0
1492,107644.0,11429.0,10259.0,89.8,6.0,3.18,2.7,0.7,"Census Tract 111.17, Butler County, Ohio",39,017,011117,3.4000000000000004,0,0,0,0
1493,42292.0,4125.0,3729.0,90.4,9.6,2.64,8.5,3.7,"Census Tract 147, Butler County, Ohio",39,017,014700,12.2,0,0,0,0
1494,50147.0,7379.0,6845.0,92.8,10.1,2.55,39.0,27.7,"Census Tract 148, Butler County, Ohio",39,017,014800,66.7,0,0,1,0
1495,68578.0,5335.0,5152.0,96.6,2.5,2.77,25.0,18.2,"Census Tract 149, Butler County, Ohio",39,017,014900,43.2,1,1,1,1
1496,52806.0,4880.0,4771.0,97.8,0.7,2.86,6.5,1.9,"Census Tract 9512.02, Brown County, Ohio",39,015,951202,8.4,1,1,0,0
1497,58577.0,4380.0,4306.0,98.3,0.5,2.6,5.7,9.5,"Census Tract 9512.01, Brown County, Ohio",39,015,951201,15.2,1,1,0,0
1498,50625.0,1091.0,904.0,82.9,10.6,1.96,17.9,11.9,"Census Tract 9800, Wayne County, Ohio",39,169,980000,29.799999999999997,0,0,1,0
1499,111069.0,10938.0,10469.0,95.7,2.1,2.73,7.0,1.4,"Census Tract 974, Lorain County, Ohio",39,093,097400,8.4,1,1,0,0
1500,38730.0,4648.0,3946.0,84.9,18.3,2.43,23.0,22.1,"Census Tract 712.01, Lorain County, Ohio",39,093,071201,45.1,0,0,1,0
1501,73338.0,4165.0,3584.0,86.1,14.2,2.49,7.9,5.1,"Census Tract 712.02, Lorain County, Ohio",39,093,071202,13.0,0,0,0,0
1502,66130.0,3499.0,3398.0,97.1,1.5,2.75,9.6,33.4,"Census Tract 801.04, Lorain County, Ohio",39,093,080104,43.0,1,1,1,1
1503,98988.0,4431.0,3829.0,86.4,12.8,2.65,2.3,5.6,"Census Tract 91.01, Lucas County, Ohio",39,095,009101,7.8999999999999995,0,0,0,0
1504,21400.0,1940.0,1110.0,57.2,25.9,2.38,2.6,0.4,"Census Tract 103, Lucas County, Ohio",39,095,010300,3.0,0,0,0,0
1505,35133.0,2757.0,2286.0,82.9,14.8,2.13,18.6,7.6,"Census Tract 102, Lucas County, Ohio",39,095,010200,26.200000000000003,0,0,1,0
1506,58409.0,3911.0,3739.0,95.6,4.1,2.51,10.2,16.2,"Census Tract 9747, Crawford County, Ohio",39,033,974700,26.4,1,1,1,1
1507,35071.0,2254.0,2155.0,95.6,5.0,2.31,10.2,19.6,"Census Tract 9748, Crawford County, Ohio",39,033,974800,29.8,0,0,1,0
1508,25195.0,3118.0,3037.0,97.4,5.0,2.25,10.4,8.9,"Census Tract 9644, Meigs County, Ohio",39,105,964400,19.3,0,0,0,0
1509,43589.0,4568.0,4568.0,100.0,0.0,2.39,3.3,9.4,"Census Tract 9642, Meigs County, Ohio",39,105,964200,12.7,0,0,0,0
1510,40286.0,4676.0,4589.0,98.1,2.2,2.42,6.0,6.6,"Census Tract 9643, Meigs County, Ohio",39,105,964300,12.6,0,0,0,0
1511,40625.0,3054.0,2968.0,97.2,3.8,2.64,6.8,5.5,"Census Tract 9645, Meigs County, Ohio",39,105,964500,12.3,0,0,0,0
1512,45000.0,3490.0,3490.0,100.0,0.0,2.59,7.5,5.7,"Census Tract 9646, Meigs County, Ohio",39,105,964600,13.2,0,0,0,0
1513,49831.0,4328.0,4261.0,98.5,1.5,2.63,4.3,5.8,"Census Tract 9641, Meigs County, Ohio",39,105,964100,10.1,0,0,0,0
1514,80571.0,9895.0,9025.0,91.2,6.6,2.66,6.7,17.2,"Census Tract 504, Union County, Ohio",39,159,050400,23.9,0,0,1,0
1515,65801.0,3757.0,3751.0,99.8,2.0,2.52,7.4,6.8,"Census Tract 501, Union County, Ohio",39,159,050100,14.2,1,1,0,0
1516,57804.0,4924.0,4873.0,99.0,0.6,2.66,10.1,6.9,"Census Tract 502, Union County, Ohio",39,159,050200,17.0,1,1,0,0
1517,94034.0,7923.0,7769.0,98.1,1.2,3.03,6.0,4.9,"Census Tract 507, Union County, Ohio",39,159,050700,10.9,1,1,0,0
